Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
102118739275463,Affordable Energy Fund,Affordable Energy Fund PAC,76909,6
160630887998827,Let Them Live,Let Them Live,76606,484
410695165995,AARP Nebraska,AARP,75915,12
340105854416,AARP Ohio,AARP,75628,16
381744468354096,Save Georgia. Save America.,American Culture Project,75616,7
372843939234509,Guard Your Card,Guard Your Card,75327,9
239423715376,AARP Missouri,AARP,75318,8
112258312240526,Con Edison,"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",75258,79
232377986630142,Local Voters in Charge,Local Voters in Charge,75226,30
126279287435782,AARP South Carolina,AARP,75164,8
1767103513504872,Montana Rural Voters,Montana Rural Voters,75145,10
148882779551,AARP Indiana,AARP,75129,8
7976226799,The Daily Show,Comedy Central,75104,34
104621782431140,BVM Capacity Building Institute,BVM CAPACITY BUILDING INSTITUTE INC,75067,18
6355071377,American Cancer Society Cancer Action Network - ACS CAN,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,75055,88
225458370660032,Susk for Supervisor 2024,Susk for Supervisor 2024,75000,447
1891395107799417,Democratic Party of Illinois,DEMOCRATIC PARTY OF ILLINOIS,74984,20
142474049098533,Robert Reich,Inequality Media,74936,411
100403528653081,Punchbowl News,Punchbowl News,74834,45
658739734196897,CVS Health,CVS HEALTH CORPORATION,74830,12
235147283196528,Christi Craddick,Christi Craddick Campaign,74424,30
358892793981735,Assembly Accountability Project,Assembly Accountability Project,74338,46
121626482110,Operation Smile,OPERATION SMILE,74056,112
55594396641,AARP Texas,AARP,73990,15
6820348410,Kirsten Gillibrand,Off the Sidelines PAC,73719,98
190358700981079,NC League of Conservation Voters,North Carolina League of Conservation Voters,73460,16
422008131240977,Equality Florida Action PAC,Equality Florida Action PAC,73216,17
1627212824167934,Men4Choice,Men4Choice Advocacy,73174,168
529594453913030,Lara Trump,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",72952,27
108824564982287,Strategic Legal Practices,Strategic Legal Practices,72649,28
109066805485435,The Connecticut Project Action Fund,Yes for Safe and Accessible Democracy,72353,180
123963360928,SiriusXM,SiriusXM,72200,10
112913391798713,Josh Newman,Josh Newman for Senate 2024,72102,46
115269331179299,Latino Loud,CPLC ACTION FUND,72063,32
102452592115798,Tony Vargas for Congress,TONY VARGAS FOR CONGRESS,72020,323
203800072812631,Pulse Audience Insights,Pulse Audience Insights,71577,271
262137040315379,Greg Kidd,Greg Kidd for Nevada,71356,10
374532675751207,Introduction to Final Expense Burial Planning,Introduction to Final Expense Burial Planning,71224,450
227928463743595,Fix Washington PAC,Fix Washington PAC. Not authorized by any candidate or candidate’s committee. www.FixWashingtonPAC.org,71149,40
144087155451641,Montanans For Election Reform,Montanans for Election Reform Action Fund,70963,10
108821207621435,A Better Wisconsin Together Institute,"A Better Wisconsin Together Institute, Inc",70553,6
144977758920758,State Building and Construction Trades Council of California,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA,70447,262
8325302025,Friends of the Earth U.S.,Friends of the Earth,70445,212
101443872512087,Community Education Hub,We Defend Truth,70286,27
106368917901920,Grow SF PAC,Coalition to Grow San Francisco - Grow SF PAC,69908,64
43005439032,American Diabetes Association,American Diabetes Association,69802,79
1354352708000334,Let’s be great again,Let’s be great again,69720,90
74697123892,SEIU MN State Council,SEIU,69511,142
205510299599710,Sam Liccardo,Liccardo for Congress,69268,74
1659646737603401,Judicial Votes Count,The Ohio State Bar Association,69071,5
15188122178,The Hamilton Collection,The Hamilton Collection,69061,57
50576707351,Republican State Leadership Committee,Republican State Leadership Committee,68980,73
524552160894543,Ohio Organizing Collaborative,Ohio Organizing Collaborative,68970,56
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",68947,25
239638109226387,The Voter Project PA,The Voter Project,68902,22
103496691094956,Freespoke,"FREEDOM FRIES, LLC",68767,19
381844308341822,Future Freedoms,Future Freedoms,68756,74
467260556461946,Semper Libertas,"Semper Libertas, Inc.",68702,5
200640138679,AARP Florida,AARP,68647,25
442177298978840,Stop Big Oil CA,"Campaign for a Safe and Healthy California, sponsored by nonprofit environmental and health organizations",68571,15
109379222253663,Driving Force Action,Driving Force Action,68529,45
103630631813460,Power to the Patients,Power to the Patients,68170,24
383925301480891,Speak Up PAC,SPEAK UP PAC,67485,4
52499646199,Planned Parenthood Votes South Atlantic,Planned Parenthood Votes! South Atlantic,67361,16
365842569953456,Wisco Project 72,WISCO PROJECT INC,67252,64
477485455441945,FRECKA PAC,FRECKA PAC,67210,1
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",67180,140
429902253542155,Leadership with Integrity PAC,Leadership with Integrity PAC,67146,2
111282252247080,Zenni Optical,"Zenni Optical, Inc.",67124,41
111117924574873,Hal Weatherman,Hal Weatherman for NC,66994,114
261319066080,Americans for Prosperity - Ohio,AMERICANS FOR PROSPERITY,66749,105
152759126824,Enbridge,Enbridge Inc.,66724,30
233116802464,Independent Voter,Independent Voter Project,66723,88
38471053686,Elizabeth Warren,"WARREN FOR SENATE, INC.",66654,353
290548664672,First Liberty Institute,First Liberty Institute,66579,47
417522508294454,Job Creators Network,Job Creators Network,66458,100
1961285607218222,State Democracy Action Fund,State Democracy Action Fund,66321,40
121291441078047,It Goes Too Far,It Goes Too Far,66316,70
23115571034,Planned Parenthood Advocates of Michigan,Michigan Planned Parenthood Votes Super PAC,66093,14
172761372586396,ShaneyyRicch,SHANEYY RICCH LLC,65998,29
322771814739545,Everyone In LA,"UNITED WAY, INC.",65862,37
11551978516,URGE: Unite for Reproductive & Gender Equity,UNITE FOR REPRODUCTIVE & GENDER EQUITY,65782,23
103715861368344,McCormick & Company,MCCORMICK & COMPANY INC,65679,22
7030901126,Campaign for Tobacco-Free Kids,TOBACCO-FREE KIDS ACTION FUND,65630,59
106796184493774,NRDC Action Votes,NRDC ACTION VOTES,65330,11
1413682351987764,Andy Kim for New Jersey,ANDY KIM FOR NEW JERSEY,64710,133
8321461609,MomsRising.org,MomsRising Education Fund,64492,9
2078647579047586,Project Pulso,Pulso,64220,103
1570118656645702,Nick Begich,ALASKANS FOR NICK BEGICH,64123,41
325325261370071,Maurice Mitchell,"WORKING FAMILIES ORGANIZATION, INC.",64064,20
113193773704017,Select-Justice,"Select Justice, LLC",64043,28
473232075864308,YES on PROP 6 End Slavery in California,YES ON PROP 6 END SLAVERY IN CALIFORNIA,63544,27
102037158331883,Wisconsin Conservation Voters IEC,Wisconsin Conservation Voters Independent Expenditure Committee,63536,10
241672016328637,Lauren Underwood for Congress,LAUREN UNDERWOOD FOR CONGRESS,63502,333
477461602106555,No on Prop 140,No on Prop 140 Committee,63436,26
387498114451204,Yes on 36 Treatment Now,Common Sense on Safety Yes on Prop. 36,63287,145
708346842676287,Dan Bishop,Bishop For NC,63168,20
1581066988819381,Alums for Campus Fairness,Alums for Campus Fairness,62933,26
104902061111847,A Better Wisconsin Together Political Fund,A Better Wisconsin Together Political Fund,62540,123
324688750719918,GOP Base,gop base,62220,207
138644937392,SEIU California,SEIU California State Council for Working People,62064,42
294993353706778,UnMask Hate NY,UnMask Hate NY,61811,5
107323051758635,Josh Riley,Josh Riley for Congress,61563,154
101043269988443,Dan Bongino,The Dan Bongino Show,61558,133
104766211232210,Feel Good Action,Feel Good Action,60479,43
602714436529710,End Citizens United,End Citizens United and Let America Vote Action Fund,60452,60
244752722204442,NALEO Educational Fund,NALEO Educational Fund,60432,18
158901474162793,Vote Utah,The Office of the Lieutenant Governor of Utah,60374,24
518194348194441,RepresentUs,RepresentUs,60215,190
340997965773316,Project 26 Pennsylvania,Future Pennsylvania PAC,60208,42
186975451322263,Salt Lake County Government,Salt Lake County,59668,2
247432468622391,Washington State Democratic Party,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,59667,19
115700478533045,Progress North Carolina Action,Progress NC Action,59069,56
104487265233222,JD Vance,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",58752,19
54612039698,PowerPAC,Powerpac,58717,84
627947847690655,Max,Max,58634,8
1775452652560512,Black Progressive Action Coalition - BPAC,BPAC,58578,270
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,58517,222
108733862157788,Tim Sheehy,TIM SHEEHY FOR MONTANA,58150,95
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",57894,67
21090771700,Gun Owners of America,Gun Owners of America,57764,160
116789554394,Illinois House Republican Organization,House Republican Majority,57758,59
24834672986,Hip Hop Caucus,HIP HOP CAUCUS EDUCATION FUND,57551,14
179204028758675,California Secretary of State,California Secretary of State,57540,132
101529944999906,Pennsylvania Leadership Committee,Pennsylvania Leadership Committee,57518,22
82223469060,ACN - Aid to the Church in Need,"AID TO THE CHURCH IN NEED, INC.",57442,38
422612244275400,Chicago Teachers Parents & Students,INCS Action Independent Committee. INCS Action Independent Committee is not authorized by the candidate nor is the candidate responsible for this communication or the activities of INCS Action Independent Committee,57262,29
348139338391657,The Philly Download,The Pennsylvania Alliance Foundation,57098,17
733746743406295,Joyce Craig,JOYCE CRAIG FOR NH,57074,99
473156772540608,Patriot Pro Supply,Pro-Patriot Supply Group,56999,25
42324160403,BET,HARRIS FOR PRESIDENT,56741,30
11791104453,NRDC,Natural Resources Defense Council,56491,229
291391109320335,Cooke for Congress,COOKE FOR CONGRESS,56221,20
210820618956311,Community Change Action,Community Change Action,56180,358
426638290530516,Reality Is Us,Reality Is Us,56145,53
439240812608906,San Francisco Working Families Voter Guide,"San Francisco Working Families Voter Guide Supporting Aaron Peskin for Mayor, Sponsored by Healthcare, Hospitality, and Service Workers Unions",55978,129
338857353181,Dan Rayfield for Oregon Attorney General,Friends of Dan Rayfield PAC ID #14046,55923,66
109066805485435,The Connecticut Project Action Fund,Connecticut Project Action Fund INC,55783,965
394557780399658,House Freedom Action,House Freedom Action,55715,164
2254262484810878,Houston in Action,Houston in Action,55454,103
109040278592900,First Tuesday PAC,First Tuesday PAC,55419,21
373026583472,John Avlon,JOHN AVLON FOR CONGRESS,55265,13
431664056691723,Public Schools Strong,Public Schools Strong,55200,24
116020488347,Nevada Conservation League,Nevada Conservation Leadership Political Action Committee,55078,19
109541387122506,The Teachers' Choice,"Teachers United for Our Students in Support of Griego and Schmerelson for School Board 2024, Sponsored by United Teachers Los Angeles",55029,26
928801790496306,Houston Endowment,Houston Endowment Inc,54993,32
551328948361758,For Our Future WI,FOR OUR FUTURE,54933,30
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",54801,135
1092874524433644,Kipp Mueller,Mueller for Senate 2024,54690,89
30139072158,CARE,"COOPERATIVE FOR ASSISTANCE AND RELIEF EVERYWHERE, INC. (CARE)",54686,59
382112624983215,Won't PAC Down,Won't PAC Down,54632,11
260366367717440,Committee to Protect Health Care,The Committee to Protect Health Care,54621,92
322014181004617,Protect Our Kids' Future: Vote No On 2,Vote No on Question 2,54540,3
160389977329803,ATTN:,ATTN: INC.,54415,40
340435492477809,No On 2 AK,No On 2,54323,96
163148530407080,Captain Mark Kelly,MARK KELLY FOR SENATE,54198,7
164726923717811,Emilia Sykes,Emilia Sykes for Congress,54065,52
357338267470401,Yes on Measure AA,"Yes on AA: Protect Lifesaving Care at Desert Regional Medical Center. A Coachella Valley Coalition of Doctors, Nurses, Patients, and Community Groups, sponsored by Tenet Healthcare Corporation.",54035,300
341050762422727,Veterans for Tester,MONTANANS FOR TESTER,53948,20
253312980194,Community Catalyst,COMMUNITY CATALYST INC,53921,53
497741237272262,Susan Wild for Congress,Susan Wild for Congress,53901,35
497741237272262,Susan Wild for Congress,Susan Wild for Congress,53901,35
366741496830,Southern California Edison (SCE),Southern California Edison,53855,52
1186730594835280,Make the Road Action Nevada,Make the Road Action,53850,86
105066632162136,Vet the Vote,We the Veterans,53655,17
357786117417628,Republican Nations,Republican Nations,53519,477
201248453800242,My Pay My Say,Mackinac Center for Public Policy,53493,27
154160901280845,Kerry Washington,Stand Up America,53359,2
314499212242,Pfizer,Pfizer Inc.,53328,153
242777555588901,Maryland's Future,Maryland's Future,53309,40
437793506085104,Third Way,Third Way,53097,24
125769584126996,Yael Eckstein,"INTERNATIONAL FELLOWSHIP OF CHRISTIANS & JEWS, INC.",53041,52
262851426921804,Montana Makes Change,Organizing Empowerment Project,53008,94
1466536130271166,Harris County Elections Department,Harris County Clerk's Office,52997,19
144079300313,Center for Arizona Policy,"Center for Arizona Policy, Inc.",52989,19
450727324941674,Native Americans for Tester,MONTANANS FOR TESTER,52958,129
105308481683326,Nathan Hochman for L.A. District Attorney,Nathan Hochman for L.A. District Attorney,52792,26
444904505363011,Community Leadership Coalition,The Community Leadership Coalition,52786,40
26165067250,Juan Ciscomani,CISCOMANI FOR CONGRESS,52654,24
102359908849186,Better Nevada,Better Nevada PAC,52569,102
179433541931012,Pennsylvania Megaphone,Commonwealth Communications,52446,17
103375526023624,All Pets Deserve Vet Care,All Pets Deserve Vet Care,52321,27
375318079003495,Building a Working SF Sponsored by Labor Organizations,Building a Working SF Sponsored by Labor Organizations,52185,81
119193192945,NC House Republicans,North Carolina House Republican Caucus,52124,40
111383964013784,Millions of Michiganians,MILLIONS OF MICHIGANIANS,51995,93
104818978591600,Dr. Yadira Caraveo,CARAVEO FOR CONGRESS,51977,39
101046159325636,All About PA,People Power Pennsylvania,51832,57
263964726952673,NYC Votes,CAMPAIGN FINANCE BOARD,51722,89
102939377918985,Larry Pack,Larry Pack for West Virginia,51548,72
166060673456299,League of Women Voters of Wisconsin,League of Women Voters of Wisconsin,51464,53
228191277044211,My Voting Era,"Planned Parenthood Orange & San Bernardino Counties, Inc.",51441,3
262444352805,NJ Clean Energy,New Jersey Board of Public Utilities,51291,10
249533275058023,Pennsylvania Chamber of Business and Industry,Pennsylvania Chamber of Business and Industry,51211,23
183411571531941,Maine House Republicans Campaign,House Republican Fund,51138,35
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,50942,99
102407826255668,Curtis Hertel for Michigan,HERTEL FOR MICHIGAN,50748,58
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,50746,186
404765972725758,Stop Laura Richardson,"Nurses and Educators Supporting Chambers for Senate 2024, sponsored by labor and nonprofit environmental and health organizations",50684,13
150454645013752,Colorado Secretary of State's Office,Colorado Secretary of State,50490,20
711456078917867,Independent Voter PAC,Independent Voter PAC,50354,34
106372766264,NYS Democratic Senate Campaign Committee (DSCC),NYS Democratic Senate Campaign Committee,50338,17
467404727074689,Georgia Working Families Party,WFP National PAC,50269,30
372922692828,SEIU-United Healthcare Workers West,SEIU United Healthcare Workers West Local 2005,50252,245
165046616702348,Freedom in Reproduction Maryland,REPRODUCTIVE FREEDOM FOR MARYLANDERS INC,50203,21
